name,key,bpm,camelot,danceability,happiness,sadness,relaxed,agressivness
1. Out of pucket.mp3,C minor,77.31958770751953,5A,0.933093249797821,0.11032000748673454,0.8511997908353806,0.8884137198328972,0.2287992062047124
2. VTMS.mp3,C major,154.63917541503906,8B,0.9999931395053864,0.19211835749447345,0.7926263988018036,0.9255007445812226,0.2505363285541534
3. One down.mp3,C major,77.31958770751953,8B,0.9996115631527371,0.15027427189569506,0.8602611223856608,0.8609418272972107,0.25755349298318225
4. Unplug.mp3,G minor,77.31958770751953,6A,0.9995761447482638,0.08730415012946145,0.8947535024748908,0.926135970486535,0.23424728877014583
5. Clan Boss.mp3,E minor,77.31958770751953,9A,0.9999533692995707,0.25139816423567635,0.7333706749810113,0.824427432484097,0.33747637934154934
6. Spiraling.mp3,C# major,77.31958770751953,3B,0.9999558687210083,0.10473355054855346,0.8777130544185638,0.929692018032074,0.20163886323571206
7. Compression.mp3,B major,77.31958770751953,1B,0.9997991720835367,0.11026227309937692,0.8884569472736783,0.9160966012212965,0.24553338272704017
8. I . I .W. (Outro).mp3,F major,77.31958770751953,7B,0.9670299363136291,0.10404244907200337,0.7849731993675232,0.8736572527885437,0.38480857461690904
